Frame,ID,X,Y,Area,Solidity,Ratio,VX,VY
766,93,283,343,110,0.3056,0.0000,12.0000,9.0000
766,94,37,123,1861,0.5874,0.0000,1.0000,-2.0000
766,95,279,201,95,0.6786,0.0000,-10.0000,24.0000
766,96,326,11,128,0.4183,0.0000,-2.0000,-1.0000
766,98,37,123,1861,0.5874,0.0000,1.0000,-2.0000
766,100,342,13,197,0.6567,0.0000,-1.0000,1.0000
766,101,274,61,896,0.5744,0.0000,4.0000,5.0000
767,83,190,13,898,0.7483,0.0000,5.0000,-1.0000
767,90,294,21,784,0.5939,0.0000,-7.0000,-6.0000
767,92,273,70,893,0.5953,0.0000,3.0000,11.0000
767,93,295,352,110,0.3056,0.0000,12.0000,9.0000
767,94,38,119,1783,0.5307,0.0000,1.0000,-4.0000
767,95,269,225,95,0.6786,0.0000,-10.0000,24.0000
767,96,341,12,222,0.6167,0.0000,15.0000,1.0000
767,98,38,119,1783,0.5307,0.0000,1.0000,-4.0000
767,100,341,14,197,0.6567,0.0000,-1.0000,1.0000
767,101,278,66,896,0.5744,0.0000,4.0000,5.0000
767,102,166,160,394,0.7505,0.0000,43.0000,-24.0000
768,83,191,13,884,0.7367,0.0000,1.0000,0.0000
768,90,293,20,763,0.6264,0.0000,-1.0000,-1.0000
768,92,272,77,864,0.5455,0.0000,-1.0000,7.0000
768,93,307,361,110,0.3056,0.0000,12.0000,9.0000
768,94,39,116,1796,0.5236,0.0000,1.0000,-3.0000
768,95,259,249,95,0.6786,0.0000,-10.0000,24.0000
768,96,341,13,196,0.5681,0.0000,0.0000,1.0000
768,98,39,116,1796,0.5236,0.0000,1.0000,-3.0000
768,100,340,15,197,0.6567,0.0000,-1.0000,1.0000
768,101,282,71,896,0.5744,0.0000,4.0000,5.0000
768,102,180,152,381,0.7327,0.0000,14.0000,-8.0000
769,83,195,12,912,0.7600,0.0000,4.0000,-1.0000
769,90,294,16,710,0.6190,0.0000,1.0000,-4.0000
769,92,274,93,910,0.6034,0.0000,2.0000,16.0000
769,93,319,370,110,0.3056,0.0000,12.0000,9.0000
769,94,57,103,961,0.6458,0.0000,18.0000,-13.0000
769,95,249,273,95,0.6786,0.0000,-10.0000,24.0000
769,96,339,10,190,0.5556,0.0000,-2.0000,-3.0000
769,98,18,120,730,0.6518,0.0000,-21.0000,4.0000
769,100,339,16,197,0.6567,0.0000,-1.0000,1.0000
769,101,286,76,896,0.5744,0.0000,4.0000,5.0000
769,102,210,145,367,0.6898,0.0000,30.0000,-7.0000
769,114,376,215,668,0.6073,0.0000,0.0000,-7.0000
770,83,197,13,931,0.7448,0.0000,2.0000,1.0000
770,90,296,16,685,0.6105,0.0000,2.0000,0.0000
770,92,270,98,890,0.5453,0.0000,-4.0000,5.0000
770,93,331,379,110,0.3056,0.0000,12.0000,9.0000
770,94,57,98,950,0.6185,0.0000,0.0000,-5.0000
770,95,239,297,95,0.6786,0.0000,-10.0000,24.0000
770,96,338,9,187,0.4947,0.0000,-1.0000,-1.0000
770,98,18,120,723,0.6694,0.0000,0.0000,0.0000
770,100,338,17,197,0.6567,0.0000,-1.0000,1.0000
770,101,290,81,896,0.5744,0.0000,4.0000,5.0000
770,102,223,147,361,0.6942,0.0000,13.0000,2.0000
770,114,374,210,733,0.4491,0.0000,-2.0000,-5.0000
771,83,199,13,958,0.7514,0.0000,2.0000,0.0000
771,90,299,14,648,0.5838,0.0000,3.0000,-2.0000
771,92,268,103,887,0.4969,0.0000,-2.0000,5.0000
771,93,343,388,110,0.3056,0.0000,12.0000,9.0000
771,94,55,93,947,0.5684,0.0000,-2.0000,-5.0000
771,95,229,321,95,0.6786,0.0000,-10.0000,24.0000
771,96,333,8,94,0.6714,0.0000,-5.0000,-1.0000
771,98,18,120,738,0.6833,0.0000,0.0000,0.0000
771,100,337,18,197,0.6567,0.0000,-1.0000,1.0000
771,101,294,86,896,0.5744,0.0000,4.0000,5.0000
771,102,237,146,343,0.6860,0.0000,14.0000,-1.0000
771,114,376,205,686,0.6634,0.0000,2.0000,-5.0000
772,83,200,15,953,0.6320,0.0000,1.0000,2.0000
772,90,301,10,400,0.7692,0.0000,2.0000,-4.0000
772,92,267,118,1065,0.5868,0.0000,-1.0000,15.0000
772,93,355,397,110,0.3056,0.0000,12.0000,9.0000
772,94,52,80,944,0.6086,0.0000,-3.0000,-13.0000
772,95,219,345,95,0.6786,0.0000,-10.0000,24.0000
772,96,339,4,58,0.8286,0.0000,6.0000,-4.0000
772,98,19,119,794,0.5696,0.0000,1.0000,-1.0000
772,100,336,19,197,0.6567,0.0000,-1.0000,1.0000
772,101,298,91,896,0.5744,0.0000,4.0000,5.0000
772,102,259,166,104,0.6500,0.0000,22.0000,20.0000
772,114,377,194,767,0.5440,0.0000,1.0000,-11.0000
773,83,200,15,943,0.6045,0.0000,0.0000,0.0000
773,90,305,7,309,0.6897,0.0000,4.0000,-3.0000
773,92,263,124,957,0.4984,0.0000,-4.0000,6.0000
773,93,367,406,110,0.3056,0.0000,12.0000,9.0000
773,94,51,74,990,0.6582,0.0000,-1.0000,-6.0000
773,95,209,369,95,0.6786,0.0000,-10.0000,24.0000
773,96,345,0,58,0.8286,0.0000,6.0000,-4.0000
773,98,19,119,803,0.5975,0.0000,0.0000,0.0000
773,100,335,20,197,0.6567,0.0000,-1.0000,1.0000
773,101,285,119,333,0.7011,0.0000,-13.0000,28.0000
773,102,281,186,104,0.6500,0.0000,22.0000,20.0000
773,114,380,188,745,0.6340,0.0000,3.0000,-6.0000
774,83,204,17,946,0.5327,0.0000,4.0000,2.0000
774,90,308,4,100,0.7937,0.0000,3.0000,-3.0000
774,92,260,140,897,0.6282,0.0000,-3.0000,16.0000
774,93,379,415,110,0.3056,0.0000,12.0000,9.0000
774,94,46,63,975,0.5927,0.0000,-5.0000,-11.0000
774,95,199,393,95,0.6786,0.0000,-10.0000,24.0000
774,96,351,-4,58,0.8286,0.0000,6.0000,-4.0000
774,98,18,116,855,0.5816,0.0000,-1.0000,-3.0000
774,100,334,21,197,0.6567,0.0000,-1.0000,1.0000
774,101,284,126,154,0.5704,0.0000,-1.0000,7.0000
774,102,303,206,104,0.6500,0.0000,22.0000,20.0000
774,114,383,176,746,0.6476,0.0000,3.0000,-12.0000
775,83,205,17,962,0.5274,0.0000,1.0000,0.0000
775,90,311,1,100,0.7937,0.0000,3.0000,-3.0000
775,92,257,146,897,0.5948,0.0000,-3.0000,6.0000
775,93,391,424,110,0.3056,0.0000,12.0000,9.0000
775,94,47,57,979,0.5999,0.0000,1.0000,-6.0000
775,95,189,417,95,0.6786,0.0000,-10.0000,24.0000
775,96,357,-8,58,0.8286,0.0000,6.0000,-4.0000
775,98,19,116,867,0.6220,0.0000,1.0000,0.0000
775,100,333,22,197,0.6567,0.0000,-1.0000,1.0000
775,101,284,120,139,0.6205,0.0000,0.0000,-6.0000
775,102,325,226,104,0.6500,0.0000,22.0000,20.0000
775,114,384,171,792,0.5436,0.0000,1.0000,-5.0000
776,83,208,19,944,0.5175,0.0000,3.0000,2.0000
776,90,314,-2,100,0.7937,0.0000,3.0000,-3.0000
776,92,255,156,891,0.5294,0.0000,-2.0000,10.0000
776,93,403,433,110,0.3056,0.0000,12.0000,9.0000
776,94,47,53,994,0.6220,0.0000,0.0000,-4.0000
776,95,179,441,95,0.6786,0.0000,-10.0000,24.0000
776,96,363,-12,58,0.8286,0.0000,6.0000,-4.0000
776,98,18,116,872,0.6043,0.0000,-1.0000,0.0000
776,100,332,23,197,0.6567,0.0000,-1.0000,1.0000
776,101,284,119,135,0.6888,0.0000,0.0000,-1.0000
776,102,347,246,104,0.6500,0.0000,22.0000,20.0000
776,114,387,167,797,0.5589,0.0000,3.0000,-4.0000
777,83,211,22,932,0.5218,0.0000,3.0000,3.0000
777,90,317,-5,100,0.7937,0.0000,3.0000,-3.0000
777,92,249,174,915,0.5787,0.0000,-6.0000,18.0000
777,93,415,442,110,0.3056,0.0000,12.0000,9.0000
777,94,45,43,992,0.5905,0.0000,-2.0000,-10.0000
777,95,169,465,95,0.6786,0.0000,-10.0000,24.0000
777,96,369,-16,58,0.8286,0.0000,6.0000,-4.0000
777,98,17,114,888,0.5873,0.0000,-1.0000,-2.0000
777,100,331,24,197,0.6567,0.0000,-1.0000,1.0000
777,101,275,128,140,0.7143,0.0000,-9.0000,9.0000
777,102,369,266,104,0.6500,0.0000,22.0000,20.0000
777,114,389,155,795,0.5761,0.0000,2.0000,-12.0000
778,83,213,23,945,0.5027,0.0000,2.0000,1.0000
778,90,320,-8,100,0.7937,0.0000,3.0000,-3.0000
778,92,247,183,906,0.5731,0.0000,-2.0000,9.0000
778,93,427,451,110,0.3056,0.0000,12.0000,9.0000
778,94,44,39,997,0.6166,0.0000,-1.0000,-4.0000
778,95,159,489,95,0.6786,0.0000,-10.0000,24.0000
778,96,375,-20,58,0.8286,0.0000,6.0000,-4.0000
778,98,16,112,841,0.6112,0.0000,-1.0000,-2.0000
778,100,330,25,197,0.6567,0.0000,-1.0000,1.0000
778,101,285,126,154,0.6875,0.0000,10.0000,-2.0000
778,102,391,286,104,0.6500,0.0000,22.0000,20.0000
778,114,392,153,767,0.5447,0.0000,3.0000,-2.0000
778,116,323,114,312,0.7222,0.0000,12.0000,0.0000
779,83,216,25,929,0.5266,0.0000,3.0000,2.0000
779,90,323,-11,100,0.7937,0.0000,3.0000,-3.0000
779,92,248,198,886,0.6204,0.0000,1.0000,15.0000
779,93,439,460,110,0.3056,0.0000,12.0000,9.0000
779,94,45,26,1003,0.5731,0.0000,1.0000,-13.0000
779,95,149,513,95,0.6786,0.0000,-10.0000,24.0000
779,96,381,-24,58,0.8286,0.0000,6.0000,-4.0000
779,98,14,105,825,0.6395,0.0000,-2.0000,-7.0000
779,100,329,26,197,0.6567,0.0000,-1.0000,1.0000
779,101,325,111,103,0.6603,0.0000,40.0000,-15.0000
779,102,413,306,104,0.6500,0.0000,22.0000,20.0000
779,114,397,144,806,0.5617,0.0000,5.0000,-9.0000
779,116,361,109,310,0.7598,0.0000,38.0000,-5.0000
780,83,218,26,951,0.5391,0.0000,2.0000,1.0000
780,90,326,-14,100,0.7937,0.0000,3.0000,-3.0000
780,92,249,205,888,0.6205,0.0000,1.0000,7.0000
780,93,451,469,110,0.3056,0.0000,12.0000,9.0000
780,94,44,23,952,0.6222,0.0000,-1.0000,-3.0000
780,95,139,537,95,0.6786,0.0000,-10.0000,24.0000
780,96,387,-28,58,0.8286,0.0000,6.0000,-4.0000
780,98,14,103,834,0.6178,0.0000,0.0000,-2.0000
780,100,328,27,197,0.6567,0.0000,-1.0000,1.0000
780,101,332,115,97,0.6929,0.0000,7.0000,4.0000
780,102,435,326,104,0.6500,0.0000,22.0000,20.0000
780,114,399,139,790,0.5249,0.0000,2.0000,-5.0000
780,116,399,104,310,0.7598,0.0000,38.0000,-5.0000
781,83,220,27,943,0.5457,0.0000,2.0000,1.0000
781,90,329,-17,100,0.7937,0.0000,3.0000,-3.0000
781,92,250,219,740,0.5934,0.0000,1.0000,14.0000
781,93,463,478,110,0.3056,0.0000,12.0000,9.0000
781,94,43,15,689,0.6960,0.0000,-1.0000,-8.0000
781,95,129,561,95,0.6786,0.0000,-10.0000,24.0000
781,96,393,-32,58,0.8286,0.0000,6.0000,-4.0000
781,98,13,97,788,0.6118,0.0000,-1.0000,-6.0000
781,100,327,28,197,0.6567,0.0000,-1.0000,1.0000
781,101,339,119,97,0.6929,0.0000,7.0000,4.0000
781,102,457,346,104,0.6500,0.0000,22.0000,20.0000
781,114,405,132,833,0.5064,0.0000,6.0000,-7.0000
781,116,437,99,310,0.7598,0.0000,38.0000,-5.0000
782,83,220,27,942,0.5493,0.0000,0.0000,0.0000
782,90,332,-20,100,0.7937,0.0000,3.0000,-3.0000
782,92,250,225,422,0.6851,0.0000,0.0000,6.0000
782,93,475,487,110,0.3056,0.0000,12.0000,9.0000
782,94,42,13,590,0.7266,0.0000,-1.0000,-2.0000
782,95,119,585,95,0.6786,0.0000,-10.0000,24.0000
782,96,399,-36,58,0.8286,0.0000,6.0000,-4.0000
782,98,13,94,777,0.6757,0.0000,0.0000,-3.0000
782,100,326,29,197,0.6567,0.0000,-1.0000,1.0000
782,101,346,123,97,0.6929,0.0000,7.0000,4.0000
782,102,479,366,104,0.6500,0.0000,22.0000,20.0000
782,114,406,129,840,0.5371,0.0000,1.0000,-3.0000
782,116,475,94,310,0.7598,0.0000,38.0000,-5.0000
783,83,220,27,936,0.5349,0.0000,0.0000,0.0000
783,90,335,-23,100,0.7937,0.0000,3.0000,-3.0000
783,92,251,234,52,0.6753,0.0000,1.0000,9.0000
783,93,487,496,110,0.3056,0.0000,12.0000,9.0000
783,94,41,11,491,0.7014,0.0000,-1.0000,-2.0000
783,95,109,609,95,0.6786,0.0000,-10.0000,24.0000
783,96,405,-40,58,0.8286,0.0000,6.0000,-4.0000
783,98,13,89,817,0.6438,0.0000,0.0000,-5.0000
783,100,325,30,197,0.6567,0.0000,-1.0000,1.0000
783,101,353,127,97,0.6929,0.0000,7.0000,4.0000
783,102,501,386,104,0.6500,0.0000,22.0000,20.0000
783,114,404,125,822,0.5144,0.0000,-2.0000,-4.0000
783,116,513,89,310,0.7598,0.0000,38.0000,-5.0000
784,83,223,27,912,0.5640,0.0000,3.0000,0.0000
784,90,338,-26,100,0.7937,0.0000,3.0000,-3.0000
784,92,252,243,52,0.6753,0.0000,1.0000,9.0000
784,94,41,8,291,0.5988,0.0000,0.0000,-3.0000
784,95,99,633,95,0.6786,0.0000,-10.0000,24.0000
784,96,411,-44,58,0.8286,0.0000,6.0000,-4.0000
784,98,14,83,853,0.6722,0.0000,1.0000,-6.0000
784,100,324,31,197,0.6567,0.0000,-1.0000,1.0000
784,101,401,119,838,0.5344,0.0000,48.0000,-8.0000
784,102,523,406,104,0.6500,0.0000,22.0000,20.0000
784,114,402,121,822,0.5144,0.0000,-2.0000,-4.0000
784,116,551,84,310,0.7598,0.0000,38.0000,-5.0000
785,83,225,27,914,0.5829,0.0000,2.0000,0.0000
785,90,341,-29,100,0.7937,0.0000,3.0000,-3.0000
785,92,253,252,52,0.6753,0.0000,1.0000,9.0000
785,94,43,7,187,0.5420,0.0000,2.0000,-1.0000
785,95,89,657,95,0.6786,0.0000,-10.0000,24.0000
785,96,417,-48,58,0.8286,0.0000,6.0000,-4.0000
785,98,15,79,826,0.6373,0.0000,1.0000,-4.0000
785,100,323,32,197,0.6567,0.0000,-1.0000,1.0000
785,101,401,118,806,0.5140,0.0000,0.0000,-1.0000
785,102,545,426,104,0.6500,0.0000,22.0000,20.0000
785,114,400,117,822,0.5144,0.0000,-2.0000,-4.0000
785,116,589,79,310,0.7598,0.0000,38.0000,-5.0000
786,83,228,27,891,0.5569,0.0000,3.0000,0.0000
786,90,344,-32,100,0.7937,0.0000,3.0000,-3.0000
786,92,254,261,52,0.6753,0.0000,1.0000,9.0000
786,94,45,4,51,0.7727,0.0000,2.0000,-3.0000
786,95,79,681,95,0.6786,0.0000,-10.0000,24.0000
786,96,423,-52,58,0.8286,0.0000,6.0000,-4.0000
786,98,15,70,848,0.5889,0.0000,0.0000,-9.0000
786,100,322,33,197,0.6567,0.0000,-1.0000,1.0000
786,101,395,108,748,0.5374,0.0000,-6.0000,-10.0000
786,102,567,446,104,0.6500,0.0000,22.0000,20.0000
786,114,398,113,822,0.5144,0.0000,-2.0000,-4.0000
786,116,627,74,310,0.7598,0.0000,38.0000,-5.0000
787,83,229,27,914,0.5897,0.0000,1.0000,0.0000
787,90,347,-35,100,0.7937,0.0000,3.0000,-3.0000
787,92,255,270,52,0.6753,0.0000,1.0000,9.0000
787,94,47,1,51,0.7727,0.0000,2.0000,-3.0000
787,95,69,705,95,0.6786,0.0000,-10.0000,24.0000
787,96,429,-56,58,0.8286,0.0000,6.0000,-4.0000
787,98,17,66,854,0.5560,0.0000,2.0000,-4.0000
787,100,321,34,197,0.6567,0.0000,-1.0000,1.0000
787,101,393,102,767,0.5510,0.0000,-2.0000,-6.0000
787,102,589,466,104,0.6500,0.0000,22.0000,20.0000
787,114,396,109,822,0.5144,0.0000,-2.0000,-4.0000
787,116,665,69,310,0.7598,0.0000,38.0000,-5.0000
788,83,233,25,920,0.6259,0.0000,4.0000,-2.0000
788,90,350,-38,100,0.7937,0.0000,3.0000,-3.0000
788,92,256,279,52,0.6753,0.0000,1.0000,9.0000
788,94,49,-2,51,0.7727,0.0000,2.0000,-3.0000
788,95,59,729,95,0.6786,0.0000,-10.0000,24.0000
788,96,435,-60,58,0.8286,0.0000,6.0000,-4.0000
788,98,18,60,876,0.5108,0.0000,1.0000,-6.0000
788,100,320,35,197,0.6567,0.0000,-1.0000,1.0000
788,101,387,93,782,0.6034,0.0000,-6.0000,-9.0000
788,102,611,486,104,0.6500,0.0000,22.0000,20.0000
788,114,394,105,822,0.5144,0.0000,-2.0000,-4.0000
788,116,703,64,310,0.7598,0.0000,38.0000,-5.0000
789,83,235,25,924,0.5961,0.0000,2.0000,0.0000
789,90,353,-41,100,0.7937,0.0000,3.0000,-3.0000
789,92,257,288,52,0.6753,0.0000,1.0000,9.0000
789,94,51,-5,51,0.7727,0.0000,2.0000,-3.0000
789,95,49,753,95,0.6786,0.0000,-10.0000,24.0000
789,96,441,-64,58,0.8286,0.0000,6.0000,-4.0000
789,98,19,57,883,0.5300,0.0000,1.0000,-3.0000
789,100,319,36,197,0.6567,0.0000,-1.0000,1.0000
789,101,383,86,785,0.5639,0.0000,-4.0000,-7.0000
789,102,633,506,104,0.6500,0.0000,22.0000,20.0000
789,114,392,101,822,0.5144,0.0000,-2.0000,-4.0000
789,116,741,59,310,0.7598,0.0000,38.0000,-5.0000
790,83,237,25,915,0.5719,0.0000,2.0000,0.0000
790,90,356,-44,100,0.7937,0.0000,3.0000,-3.0000
790,92,258,297,52,0.6753,0.0000,1.0000,9.0000
790,94,53,-8,51,0.7727,0.0000,2.0000,-3.0000
790,96,447,-68,58,0.8286,0.0000,6.0000,-4.0000
790,98,19,56,887,0.6034,0.0000,0.0000,-1.0000
790,100,318,37,197,0.6567,0.0000,-1.0000,1.0000
790,101,381,81,782,0.5618,0.0000,-2.0000,-5.0000
790,102,655,526,104,0.6500,0.0000,22.0000,20.0000
790,114,390,97,822,0.5144,0.0000,-2.0000,-4.0000
790,116,779,54,310,0.7598,0.0000,38.0000,-5.0000
791,83,239,22,902,0.5527,0.0000,2.0000,-3.0000
791,90,359,-47,100,0.7937,0.0000,3.0000,-3.0000
791,92,259,306,52,0.6753,0.0000,1.0000,9.0000
791,94,55,-11,51,0.7727,0.0000,2.0000,-3.0000
791,96,453,-72,58,0.8286,0.0000,6.0000,-4.0000
791,98,19,54,882,0.6000,0.0000,0.0000,-2.0000
791,100,317,38,197,0.6567,0.0000,-1.0000,1.0000
791,101,377,69,782,0.4560,0.0000,-4.0000,-12.0000
791,102,677,546,104,0.6500,0.0000,22.0000,20.0000
791,114,388,93,822,0.5144,0.0000,-2.0000,-4.0000
791,116,817,49,310,0.7598,0.0000,38.0000,-5.0000
792,83,241,22,920,0.5412,0.0000,2.0000,0.0000
792,90,362,-50,100,0.7937,0.0000,3.0000,-3.0000
792,92,260,315,52,0.6753,0.0000,1.0000,9.0000
792,94,57,-14,51,0.7727,0.0000,2.0000,-3.0000
792,96,459,-76,58,0.8286,0.0000,6.0000,-4.0000
792,98,20,52,871,0.6049,0.0000,1.0000,-2.0000
792,100,316,39,197,0.6567,0.0000,-1.0000,1.0000
792,101,378,63,793,0.5287,0.0000,1.0000,-6.0000
792,102,699,566,104,0.6500,0.0000,22.0000,20.0000
792,114,386,89,822,0.5144,0.0000,-2.0000,-4.0000
792,116,855,44,310,0.7598,0.0000,38.0000,-5.0000
793,83,245,20,924,0.5617,0.0000,4.0000,-2.0000
793,90,365,-53,100,0.7937,0.0000,3.0000,-3.0000
793,92,261,324,52,0.6753,0.0000,1.0000,9.0000
793,94,59,-17,51,0.7727,0.0000,2.0000,-3.0000
793,96,465,-80,58,0.8286,0.0000,6.0000,-4.0000
793,98,25,46,854,0.5344,0.0000,5.0000,-6.0000
793,100,315,40,197,0.6567,0.0000,-1.0000,1.0000
793,101,375,51,764,0.5685,0.0000,-3.0000,-12.0000
793,102,721,586,104,0.6500,0.0000,22.0000,20.0000
793,114,384,85,822,0.5144,0.0000,-2.0000,-4.0000
793,116,893,39,310,0.7598,0.0000,38.0000,-5.0000
794,83,246,20,926,0.5752,0.0000,1.0000,0.0000
794,90,368,-56,100,0.7937,0.0000,3.0000,-3.0000
794,92,262,333,52,0.6753,0.0000,1.0000,9.0000
794,94,61,-20,51,0.7727,0.0000,2.0000,-3.0000
794,96,471,-84,58,0.8286,0.0000,6.0000,-4.0000
794,98,26,43,861,0.5627,0.0000,1.0000,-3.0000
794,100,314,41,197,0.6567,0.0000,-1.0000,1.0000
794,101,372,45,827,0.4923,0.0000,-3.0000,-6.0000
794,102,743,606,104,0.6500,0.0000,22.0000,20.0000
794,114,382,81,822,0.5144,0.0000,-2.0000,-4.0000
794,116,931,34,310,0.7598,0.0000,38.0000,-5.0000
795,83,251,16,899,0.6243,0.0000,5.0000,-4.0000
795,90,371,-59,100,0.7937,0.0000,3.0000,-3.0000
795,92,263,342,52,0.6753,0.0000,1.0000,9.0000
795,94,63,-23,51,0.7727,0.0000,2.0000,-3.0000
795,96,477,-88,58,0.8286,0.0000,6.0000,-4.0000
795,98,30,39,915,0.5810,0.0000,4.0000,-4.0000
795,100,313,42,197,0.6567,0.0000,-1.0000,1.0000
795,101,374,34,840,0.5195,0.0000,2.0000,-11.0000
795,102,765,626,104,0.6500,0.0000,22.0000,20.0000
795,114,380,77,822,0.5144,0.0000,-2.0000,-4.0000
795,116,969,29,310,0.7598,0.0000,38.0000,-5.0000
796,83,253,15,852,0.6174,0.0000,2.0000,-1.0000
796,90,374,-62,100,0.7937,0.0000,3.0000,-3.0000
796,92,264,351,52,0.6753,0.0000,1.0000,9.0000
796,94,65,-26,51,0.7727,0.0000,2.0000,-3.0000
796,96,483,-92,58,0.8286,0.0000,6.0000,-4.0000
796,98,31,36,897,0.5735,0.0000,1.0000,-3.0000
796,101,373,29,848,0.5408,0.0000,-1.0000,-5.0000
796,102,787,646,104,0.6500,0.0000,22.0000,20.0000
796,114,378,73,822,0.5144,0.0000,-2.0000,-4.0000
796,116,1007,24,310,0.7598,0.0000,38.0000,-5.0000
797,83,255,13,870,0.6383,0.0000,2.0000,-2.0000
797,90,377,-65,100,0.7937,0.0000,3.0000,-3.0000
797,92,265,360,52,0.6753,0.0000,1.0000,9.0000
797,94,67,-29,51,0.7727,0.0000,2.0000,-3.0000
797,96,489,-96,58,0.8286,0.0000,6.0000,-4.0000
797,98,31,33,898,0.5742,0.0000,0.0000,-3.0000
797,101,374,24,797,0.6522,0.0000,1.0000,-5.0000
797,102,809,666,104,0.6500,0.0000,22.0000,20.0000
797,114,376,69,822,0.5144,0.0000,-2.0000,-4.0000
797,116,1045,19,310,0.7598,0.0000,38.0000,-5.0000
798,83,259,14,901,0.6214,0.0000,4.0000,1.0000
798,90,380,-68,100,0.7937,0.0000,3.0000,-3.0000
798,92,266,369,52,0.6753,0.0000,1.0000,9.0000
798,94,69,-32,51,0.7727,0.0000,2.0000,-3.0000
798,96,495,-100,58,0.8286,0.0000,6.0000,-4.0000
798,98,36,28,896,0.5657,0.0000,5.0000,-5.0000
798,101,375,16,614,0.6049,0.0000,1.0000,-8.0000
798,102,831,686,104,0.6500,0.0000,22.0000,20.0000
798,114,374,65,822,0.5144,0.0000,-2.0000,-4.0000
798,116,1083,14,310,0.7598,0.0000,38.0000,-5.0000
799,83,260,13,856,0.6369,0.0000,1.0000,-1.0000
799,90,383,-71,100,0.7937,0.0000,3.0000,-3.0000
799,92,267,378,52,0.6753,0.0000,1.0000,9.0000
799,94,71,-35,51,0.7727,0.0000,2.0000,-3.0000
799,96,501,-104,58,0.8286,0.0000,6.0000,-4.0000
799,98,38,26,911,0.5997,0.0000,2.0000,-2.0000
799,101,377,13,502,0.5398,0.0000,2.0000,-3.0000
799,102,853,706,104,0.6500,0.0000,22.0000,20.0000
799,114,372,61,822,0.5144,0.0000,-2.0000,-4.0000
799,116,1121,9,310,0.7598,0.0000,38.0000,-5.0000
800,83,263,11,785,0.7111,0.0000,3.0000,-2.0000
800,90,386,-74,100,0.7937,0.0000,3.0000,-3.0000
800,92,268,387,52,0.6753,0.0000,1.0000,9.0000
800,94,73,-38,51,0.7727,0.0000,2.0000,-3.0000
800,96,507,-108,58,0.8286,0.0000,6.0000,-4.0000
800,98,39,22,890,0.6181,0.0000,1.0000,-4.0000
800,101,376,10,303,0.7974,0.0000,-1.0000,-3.0000
800,102,875,726,104,0.6500,0.0000,22.0000,20.0000
800,114,370,57,822,0.5144,0.0000,-2.0000,-4.0000
800,116,1159,4,310,0.7598,0.0000,38.0000,-5.0000
801,83,265,11,739,0.6694,0.0000,2.0000,0.0000
801,90,389,-77,100,0.7937,0.0000,3.0000,-3.0000
801,92,269,396,52,0.6753,0.0000,1.0000,9.0000
801,94,75,-41,51,0.7727,0.0000,2.0000,-3.0000
801,96,513,-112,58,0.8286,0.0000,6.0000,-4.0000
801,98,40,20,839,0.6444,0.0000,1.0000,-2.0000
801,101,376,7,169,0.6353,0.0000,0.0000,-3.0000
801,102,897,746,104,0.6500,0.0000,22.0000,20.0000
801,114,368,53,822,0.5144,0.0000,-2.0000,-4.0000
801,116,1197,-1,310,0.7598,0.0000,38.0000,-5.0000
802,83,266,10,688,0.6099,0.0000,1.0000,-1.0000
802,90,392,-80,100,0.7937,0.0000,3.0000,-3.0000
802,92,270,405,52,0.6753,0.0000,1.0000,9.0000
802,94,77,-44,51,0.7727,0.0000,2.0000,-3.0000
802,98,39,19,783,0.6366,0.0000,-1.0000,-1.0000
802,101,376,5,104,0.7429,0.0000,0.0000,-2.0000
802,114,366,49,822,0.5144,0.0000,-2.0000,-4.0000
802,116,1235,-6,310,0.7598,0.0000,38.0000,-5.0000
803,83,272,10,612,0.6375,0.0000,6.0000,0.0000
803,90,395,-83,100,0.7937,0.0000,3.0000,-3.0000
803,92,271,414,52,0.6753,0.0000,1.0000,9.0000
803,94,79,-47,51,0.7727,0.0000,2.0000,-3.0000
803,98,40,15,662,0.6269,0.0000,1.0000,-4.0000
803,101,376,3,104,0.7429,0.0000,0.0000,-2.0000
803,114,364,45,822,0.5144,0.0000,-2.0000,-4.0000
803,116,1273,-11,310,0.7598,0.0000,38.0000,-5.0000
804,83,274,10,622,0.6479,0.0000,2.0000,0.0000
804,92,272,423,52,0.6753,0.0000,1.0000,9.0000
804,94,81,-50,51,0.7727,0.0000,2.0000,-3.0000
804,98,40,14,574,0.6172,0.0000,0.0000,-1.0000
804,101,376,1,104,0.7429,0.0000,0.0000,-2.0000
804,114,362,41,822,0.5144,0.0000,-2.0000,-4.0000
804,116,1311,-16,310,0.7598,0.0000,38.0000,-5.0000
805,83,277,9,626,0.6660,0.0000,3.0000,-1.0000
805,92,273,432,52,0.6753,0.0000,1.0000,9.0000
805,94,83,-53,51,0.7727,0.0000,2.0000,-3.0000
805,98,38,12,500,0.6386,0.0000,-2.0000,-2.0000
805,101,376,-1,104,0.7429,0.0000,0.0000,-2.0000
805,114,360,37,822,0.5144,0.0000,-2.0000,-4.0000
805,116,1349,-21,310,0.7598,0.0000,38.0000,-5.0000
806,83,280,8,581,0.6241,0.0000,3.0000,-1.0000
806,92,274,441,52,0.6753,0.0000,1.0000,9.0000
806,94,85,-56,51,0.7727,0.0000,2.0000,-3.0000
806,98,40,11,442,0.6296,0.0000,2.0000,-1.0000
806,101,376,-3,104,0.7429,0.0000,0.0000,-2.0000
806,114,358,33,822,0.5144,0.0000,-2.0000,-4.0000
