Frame,ID,X,Y,Area,Solidity,Ratio,VX,VY
420,66,233,40,1640,0.4307,0.0000,14.0000,11.0000
421,54,220,209,798,0.5016,0.0000,0.0000,-3.0000
421,63,220,29,738,0.6601,0.0000,-13.0000,-11.0000
421,66,243,53,870,0.5305,0.0000,10.0000,13.0000
422,54,223,201,835,0.5680,0.0000,3.0000,-8.0000
422,63,220,28,785,0.4804,0.0000,0.0000,-1.0000
422,66,235,60,923,0.5635,0.0000,-8.0000,7.0000
422,67,355,211,521,0.4378,0.0000,-4.0000,-8.0000
423,54,222,197,833,0.5737,0.0000,-1.0000,-4.0000
423,63,221,28,791,0.4841,0.0000,1.0000,0.0000
423,66,231,64,922,0.5538,0.0000,-4.0000,4.0000
423,67,355,209,683,0.5163,0.0000,0.0000,-2.0000
424,54,222,192,848,0.5947,0.0000,0.0000,-5.0000
424,63,222,30,869,0.5219,0.0000,1.0000,2.0000
424,66,223,67,944,0.5315,0.0000,-8.0000,3.0000
424,67,353,198,735,0.5069,0.0000,-2.0000,-11.0000
425,54,224,186,831,0.6022,0.0000,2.0000,-6.0000
425,63,223,30,836,0.5278,0.0000,1.0000,0.0000
425,66,220,67,891,0.5348,0.0000,-3.0000,0.0000
425,67,353,193,712,0.5382,0.0000,0.0000,-5.0000
426,54,226,176,831,0.5771,0.0000,2.0000,-10.0000
426,63,225,30,778,0.5789,0.0000,2.0000,0.0000
426,66,210,66,910,0.5266,0.0000,-10.0000,-1.0000
426,67,349,181,766,0.4506,0.0000,-4.0000,-12.0000
427,54,226,169,832,0.6190,0.0000,0.0000,-7.0000
427,63,227,29,768,0.5509,0.0000,2.0000,-1.0000
427,66,208,65,921,0.6124,0.0000,-2.0000,-1.0000
427,67,347,175,729,0.5400,0.0000,-2.0000,-6.0000
428,54,223,161,869,0.5431,0.0000,-3.0000,-8.0000
428,63,230,28,798,0.5846,0.0000,3.0000,-1.0000
428,66,200,59,890,0.6468,0.0000,-8.0000,-6.0000
428,67,344,164,777,0.5359,0.0000,-3.0000,-11.0000
429,54,223,153,842,0.5613,0.0000,0.0000,-8.0000
429,63,230,29,801,0.6014,0.0000,0.0000,1.0000
429,66,197,58,918,0.5829,0.0000,-3.0000,-1.0000
429,67,342,161,797,0.5041,0.0000,-2.0000,-3.0000
430,54,226,142,864,0.6080,0.0000,3.0000,-11.0000
430,63,229,30,791,0.5626,0.0000,-1.0000,1.0000
430,66,187,52,948,0.5544,0.0000,-10.0000,-6.0000
430,67,339,151,806,0.4648,0.0000,-3.0000,-10.0000
431,54,227,136,854,0.6135,0.0000,1.0000,-6.0000
431,63,229,29,783,0.5593,0.0000,0.0000,-1.0000
431,66,183,50,907,0.5514,0.0000,-4.0000,-2.0000
431,67,338,145,787,0.4978,0.0000,-1.0000,-6.0000
432,54,226,125,889,0.6131,0.0000,-1.0000,-11.0000
432,63,229,28,792,0.5714,0.0000,0.0000,-1.0000
432,66,174,44,898,0.5345,0.0000,-9.0000,-6.0000
432,67,338,133,803,0.5079,0.0000,0.0000,-12.0000
433,54,225,119,875,0.5469,0.0000,-1.0000,-6.0000
433,63,229,27,788,0.5597,0.0000,0.0000,-1.0000
433,66,168,45,890,0.5298,0.0000,-6.0000,1.0000
433,67,335,127,834,0.5110,0.0000,-3.0000,-6.0000
434,54,225,114,915,0.5787,0.0000,0.0000,-5.0000
434,63,230,27,782,0.5862,0.0000,1.0000,0.0000
434,66,161,47,932,0.5548,0.0000,-7.0000,2.0000
434,67,333,123,826,0.5162,0.0000,-2.0000,-4.0000
435,54,222,106,905,0.4763,0.0000,-3.0000,-8.0000
435,63,231,27,777,0.5701,0.0000,1.0000,0.0000
435,66,148,47,965,0.5471,0.0000,-13.0000,0.0000
435,67,330,112,831,0.5540,0.0000,-3.0000,-11.0000
435,69,356,214,762,0.5344,0.0000,2.0000,-8.0000
436,54,220,100,889,0.5229,0.0000,-2.0000,-6.0000
436,63,232,27,786,0.5767,0.0000,1.0000,0.0000
436,66,142,47,962,0.5774,0.0000,-6.0000,0.0000
436,67,330,106,800,0.5229,0.0000,0.0000,-6.0000
436,69,356,206,809,0.4717,0.0000,0.0000,-8.0000
437,54,214,91,871,0.5791,0.0000,-6.0000,-9.0000
437,63,232,29,783,0.6274,0.0000,0.0000,2.0000
437,66,130,47,969,0.5537,0.0000,-12.0000,0.0000
437,67,326,95,827,0.5169,0.0000,-4.0000,-11.0000
437,69,357,197,851,0.6114,0.0000,1.0000,-9.0000
438,54,212,89,836,0.5738,0.0000,-2.0000,-2.0000
438,63,232,30,795,0.6490,0.0000,0.0000,1.0000
438,66,124,46,955,0.5618,0.0000,-6.0000,-1.0000
438,67,323,93,801,0.5108,0.0000,-3.0000,-2.0000
438,69,358,188,880,0.5793,0.0000,1.0000,-9.0000
439,54,205,79,874,0.4980,0.0000,-7.0000,-10.0000
439,63,230,33,840,0.5714,0.0000,-2.0000,3.0000
439,66,112,43,945,0.5672,0.0000,-12.0000,-3.0000
439,67,319,82,806,0.5559,0.0000,-4.0000,-11.0000
439,69,363,177,846,0.4834,0.0000,5.0000,-11.0000
440,54,201,76,885,0.6286,0.0000,-4.0000,-3.0000
440,63,231,33,895,0.5708,0.0000,1.0000,0.0000
440,66,107,43,966,0.6289,0.0000,-5.0000,0.0000
440,67,318,77,807,0.4611,0.0000,-1.0000,-5.0000
440,69,362,169,850,0.5000,0.0000,-1.0000,-8.0000
441,54,193,74,885,0.5396,0.0000,-8.0000,-2.0000
441,63,232,34,872,0.5285,0.0000,1.0000,1.0000
441,66,97,39,944,0.6036,0.0000,-10.0000,-4.0000
441,67,313,66,805,0.5031,0.0000,-5.0000,-11.0000
441,69,363,156,858,0.6384,0.0000,1.0000,-13.0000
442,54,190,72,864,0.5414,0.0000,-3.0000,-2.0000
442,63,232,36,852,0.6174,0.0000,0.0000,2.0000
442,66,95,37,933,0.5482,0.0000,-2.0000,-2.0000
442,67,310,60,759,0.5101,0.0000,-3.0000,-6.0000
442,69,365,148,891,0.5527,0.0000,2.0000,-8.0000
443,54,180,70,930,0.6179,0.0000,-10.0000,-2.0000
443,63,226,40,870,0.5070,0.0000,-6.0000,4.0000
443,66,87,31,950,0.5413,0.0000,-8.0000,-6.0000
443,67,305,51,760,0.5539,0.0000,-5.0000,-9.0000
443,69,369,136,890,0.5045,0.0000,4.0000,-12.0000
444,54,176,67,912,0.5961,0.0000,-4.0000,-3.0000
444,63,224,40,867,0.4817,0.0000,-2.0000,0.0000
444,66,83,26,938,0.5762,0.0000,-4.0000,-5.0000
444,67,305,46,787,0.5181,0.0000,0.0000,-5.0000
444,69,370,129,900,0.5357,0.0000,1.0000,-7.0000
445,54,203,52,845,0.6123,0.0000,27.0000,-15.0000
445,63,222,40,867,0.4817,0.0000,-2.0000,0.0000
445,66,71,11,493,0.5577,0.0000,-12.0000,-15.0000
445,67,302,16,585,0.5309,0.0000,-3.0000,-30.0000
445,69,377,88,887,0.5509,0.0000,7.0000,-41.0000
446,54,200,52,875,0.6341,0.0000,-3.0000,0.0000
446,63,220,40,867,0.4817,0.0000,-2.0000,0.0000
446,66,72,10,466,0.5884,0.0000,1.0000,-1.0000
446,67,301,15,528,0.5802,0.0000,-1.0000,-1.0000
446,69,378,82,844,0.6413,0.0000,1.0000,-6.0000
447,54,197,53,834,0.6252,0.0000,-3.0000,1.0000
447,63,218,40,867,0.4817,0.0000,-2.0000,0.0000
447,66,73,10,505,0.5934,0.0000,1.0000,0.0000
447,67,300,13,429,0.5107,0.0000,-1.0000,-2.0000
447,69,377,75,849,0.4802,0.0000,-1.0000,-7.0000
448,54,190,54,900,0.5740,0.0000,-7.0000,1.0000
448,63,216,40,867,0.4817,0.0000,-2.0000,0.0000
448,66,73,10,586,0.6659,0.0000,0.0000,0.0000
448,67,293,11,331,0.4056,0.0000,-7.0000,-2.0000
448,69,379,63,810,0.4891,0.0000,2.0000,-12.0000
449,54,188,53,847,0.5692,0.0000,-2.0000,-1.0000
449,63,214,40,867,0.4817,0.0000,-2.0000,0.0000
449,66,94,24,1619,0.4029,0.0000,21.0000,14.0000
449,67,292,10,295,0.4014,0.0000,-1.0000,-1.0000
449,69,379,56,808,0.5546,0.0000,0.0000,-7.0000
449,70,94,24,1619,0.4029,0.0000,-19.0000,-11.0000
450,54,179,52,883,0.4841,0.0000,-9.0000,-1.0000
450,63,212,40,867,0.4817,0.0000,-2.0000,0.0000
450,66,90,21,1501,0.4873,0.0000,-4.0000,-3.0000
450,67,286,6,163,0.5971,0.0000,-6.0000,-4.0000
450,69,378,43,860,0.5270,0.0000,-1.0000,-13.0000
450,70,90,21,1501,0.4873,0.0000,-4.0000,-3.0000
451,54,176,50,855,0.5746,0.0000,-3.0000,-2.0000
451,63,210,40,867,0.4817,0.0000,-2.0000,0.0000
451,66,89,20,1431,0.4645,0.0000,-1.0000,-1.0000
451,67,286,4,71,0.7802,0.0000,0.0000,-2.0000
451,69,376,37,864,0.5400,0.0000,-2.0000,-6.0000
451,70,89,20,1431,0.4645,0.0000,-1.0000,-1.0000
452,54,167,49,877,0.6525,0.0000,-9.0000,-1.0000
452,63,208,40,867,0.4817,0.0000,-2.0000,0.0000
452,66,96,24,984,0.5623,0.0000,7.0000,4.0000
452,67,286,2,71,0.7802,0.0000,0.0000,-2.0000
452,69,378,25,850,0.5712,0.0000,2.0000,-12.0000
452,70,59,8,260,0.6771,0.0000,-30.0000,-12.0000
453,54,163,46,851,0.6332,0.0000,-4.0000,-3.0000
453,63,206,40,867,0.4817,0.0000,-2.0000,0.0000
453,66,89,20,1258,0.4419,0.0000,-7.0000,-4.0000
453,67,286,0,71,0.7802,0.0000,0.0000,-2.0000
453,69,378,20,756,0.5806,0.0000,0.0000,-5.0000
453,70,29,-4,260,0.6771,0.0000,-30.0000,-12.0000
454,54,157,44,883,0.6132,0.0000,-6.0000,-2.0000
454,63,204,40,867,0.4817,0.0000,-2.0000,0.0000
454,66,96,22,1008,0.5526,0.0000,7.0000,2.0000
454,67,276,4,64,0.7619,0.0000,-10.0000,4.0000
454,69,378,18,733,0.5845,0.0000,0.0000,-2.0000
454,70,-1,-16,260,0.6771,0.0000,-30.0000,-12.0000
455,54,147,41,892,0.6194,0.0000,-10.0000,-3.0000
455,63,202,40,867,0.4817,0.0000,-2.0000,0.0000
455,66,98,21,985,0.5740,0.0000,2.0000,-1.0000
455,67,275,4,56,0.7273,0.0000,-1.0000,0.0000
455,69,379,11,374,0.6775,0.0000,1.0000,-7.0000
455,70,-31,-28,260,0.6771,0.0000,-30.0000,-12.0000
456,54,120,31,1898,0.4135,0.0000,-27.0000,-10.0000
456,63,200,40,867,0.4817,0.0000,-2.0000,0.0000
456,66,100,20,985,0.5740,0.0000,2.0000,-1.0000
456,67,274,4,56,0.7273,0.0000,-1.0000,0.0000
456,69,379,9,300,0.6522,0.0000,0.0000,-2.0000
456,70,-61,-40,260,0.6771,0.0000,-30.0000,-12.0000
457,54,121,31,1837,0.3929,0.0000,1.0000,0.0000
457,63,198,40,867,0.4817,0.0000,-2.0000,0.0000
457,66,102,19,985,0.5740,0.0000,2.0000,-1.0000
457,67,273,4,56,0.7273,0.0000,-1.0000,0.0000
457,69,379,7,300,0.6522,0.0000,0.0000,-2.0000
457,70,-91,-52,260,0.6771,0.0000,-30.0000,-12.0000
458,54,121,31,1834,0.4119,0.0000,0.0000,0.0000
458,63,196,40,867,0.4817,0.0000,-2.0000,0.0000
458,66,104,18,985,0.5740,0.0000,2.0000,-1.0000
458,67,272,4,56,0.7273,0.0000,-1.0000,0.0000
458,69,379,5,300,0.6522,0.0000,0.0000,-2.0000
458,70,-121,-64,260,0.6771,0.0000,-30.0000,-12.0000
459,54,120,31,1818,0.4056,0.0000,-1.0000,0.0000
459,63,194,40,867,0.4817,0.0000,-2.0000,0.0000
459,66,106,17,985,0.5740,0.0000,2.0000,-1.0000
459,67,271,4,56,0.7273,0.0000,-1.0000,0.0000
459,69,379,3,300,0.6522,0.0000,0.0000,-2.0000
459,70,-151,-76,260,0.6771,0.0000,-30.0000,-12.0000
460,54,119,30,1770,0.4024,0.0000,-1.0000,-1.0000
460,63,192,40,867,0.4817,0.0000,-2.0000,0.0000
460,66,108,16,985,0.5740,0.0000,2.0000,-1.0000
460,67,270,4,56,0.7273,0.0000,-1.0000,0.0000
460,69,379,1,300,0.6522,0.0000,0.0000,-2.0000
460,70,-181,-88,260,0.6771,0.0000,-30.0000,-12.0000
461,54,98,18,840,0.5676,0.0000,-21.0000,-12.0000
461,63,190,40,867,0.4817,0.0000,-2.0000,0.0000
461,66,138,42,904,0.6150,0.0000,30.0000,26.0000
461,67,269,4,56,0.7273,0.0000,-1.0000,0.0000
461,69,379,-1,300,0.6522,0.0000,0.0000,-2.0000
461,70,-211,-100,260,0.6771,0.0000,-30.0000,-12.0000
462,54,120,31,1778,0.3895,0.0000,22.0000,13.0000
462,63,188,40,867,0.4817,0.0000,-2.0000,0.0000
462,66,168,68,904,0.6150,0.0000,30.0000,26.0000
462,67,268,4,56,0.7273,0.0000,-1.0000,0.0000
462,69,379,-3,300,0.6522,0.0000,0.0000,-2.0000
462,70,-241,-112,260,0.6771,0.0000,-30.0000,-12.0000
463,54,143,42,922,0.5691,0.0000,23.0000,11.0000
463,63,186,40,867,0.4817,0.0000,-2.0000,0.0000
463,66,198,94,904,0.6150,0.0000,30.0000,26.0000
463,67,267,4,56,0.7273,0.0000,-1.0000,0.0000
463,69,379,-5,300,0.6522,0.0000,0.0000,-2.0000
463,70,-271,-124,260,0.6771,0.0000,-30.0000,-12.0000
464,54,144,42,937,0.5756,0.0000,1.0000,0.0000
464,63,184,40,867,0.4817,0.0000,-2.0000,0.0000
464,66,228,120,904,0.6150,0.0000,30.0000,26.0000
464,67,266,4,56,0.7273,0.0000,-1.0000,0.0000
464,69,379,-7,300,0.6522,0.0000,0.0000,-2.0000
464,70,-301,-136,260,0.6771,0.0000,-30.0000,-12.0000
465,54,146,41,920,0.5905,0.0000,2.0000,-1.0000
465,63,182,40,867,0.4817,0.0000,-2.0000,0.0000
465,66,258,146,904,0.6150,0.0000,30.0000,26.0000
465,67,224,9,337,0.6116,0.0000,-42.0000,5.0000
465,69,379,-9,300,0.6522,0.0000,0.0000,-2.0000
465,70,-331,-148,260,0.6771,0.0000,-30.0000,-12.0000
466,54,146,41,917,0.5886,0.0000,0.0000,0.0000
466,63,180,40,867,0.4817,0.0000,-2.0000,0.0000
466,66,288,172,904,0.6150,0.0000,30.0000,26.0000
466,67,223,13,532,0.6333,0.0000,-1.0000,4.0000
466,69,379,-11,300,0.6522,0.0000,0.0000,-2.0000
466,70,-361,-160,260,0.6771,0.0000,-30.0000,-12.0000
467,54,147,40,890,0.5867,0.0000,1.0000,-1.0000
467,63,220,24,846,0.6342,0.0000,40.0000,-16.0000
467,66,318,198,904,0.6150,0.0000,30.0000,26.0000
467,67,222,17,532,0.6333,0.0000,-1.0000,4.0000
467,69,379,-13,300,0.6522,0.0000,0.0000,-2.0000
467,70,-391,-172,260,0.6771,0.0000,-30.0000,-12.0000
467,72,108,13,592,0.6379,0.0000,4.0000,-3.0000
468,54,147,40,884,0.5989,0.0000,0.0000,0.0000
468,63,219,31,899,0.5140,0.0000,-1.0000,7.0000
468,66,348,224,904,0.6150,0.0000,30.0000,26.0000
468,67,221,21,532,0.6333,0.0000,-1.0000,4.0000
468,69,379,-15,300,0.6522,0.0000,0.0000,-2.0000
468,70,-421,-184,260,0.6771,0.0000,-30.0000,-12.0000
468,72,108,11,513,0.6577,0.0000,0.0000,-2.0000
469,54,147,38,873,0.5836,0.0000,0.0000,-2.0000
469,63,216,51,907,0.5627,0.0000,-3.0000,20.0000
469,66,378,250,904,0.6150,0.0000,30.0000,26.0000
469,67,220,25,532,0.6333,0.0000,-1.0000,4.0000
469,69,379,-17,300,0.6522,0.0000,0.0000,-2.0000
469,70,-451,-196,260,0.6771,0.0000,-30.0000,-12.0000
469,72,113,7,279,0.6458,0.0000,5.0000,-4.0000
470,54,147,39,856,0.5895,0.0000,0.0000,1.0000
470,63,214,59,914,0.5120,0.0000,-2.0000,8.0000
470,66,408,276,904,0.6150,0.0000,30.0000,26.0000
470,67,219,29,532,0.6333,0.0000,-1.0000,4.0000
470,69,379,-19,300,0.6522,0.0000,0.0000,-2.0000
470,70,-481,-208,260,0.6771,0.0000,-30.0000,-12.0000
470,72,116,5,150,0.6522,0.0000,3.0000,-2.0000
471,54,150,35,884,0.6351,0.0000,3.0000,-4.0000
471,63,214,75,891,0.5294,0.0000,0.0000,16.0000
471,66,438,302,904,0.6150,0.0000,30.0000,26.0000
471,67,218,33,532,0.6333,0.0000,-1.0000,4.0000
471,69,379,-21,300,0.6522,0.0000,0.0000,-2.0000
471,70,-511,-220,260,0.6771,0.0000,-30.0000,-12.0000
471,72,119,3,150,0.6522,0.0000,3.0000,-2.0000
472,54,151,34,881,0.6421,0.0000,1.0000,-1.0000
472,63,212,83,864,0.5465,0.0000,-2.0000,8.0000
472,66,468,328,904,0.6150,0.0000,30.0000,26.0000
472,67,217,37,532,0.6333,0.0000,-1.0000,4.0000
472,69,379,-23,300,0.6522,0.0000,0.0000,-2.0000
472,70,-541,-232,260,0.6771,0.0000,-30.0000,-12.0000
472,72,122,1,150,0.6522,0.0000,3.0000,-2.0000
473,54,153,31,884,0.5491,0.0000,2.0000,-3.0000
473,63,212,90,894,0.5731,0.0000,0.0000,7.0000
473,66,498,354,904,0.6150,0.0000,30.0000,26.0000
473,67,216,41,532,0.6333,0.0000,-1.0000,4.0000
473,69,379,-25,300,0.6522,0.0000,0.0000,-2.0000
473,70,-571,-244,260,0.6771,0.0000,-30.0000,-12.0000
473,72,125,-1,150,0.6522,0.0000,3.0000,-2.0000
474,54,155,28,863,0.5871,0.0000,2.0000,-3.0000
474,63,210,104,929,0.6072,0.0000,-2.0000,14.0000
474,66,528,380,904,0.6150,0.0000,30.0000,26.0000
474,67,215,45,532,0.6333,0.0000,-1.0000,4.0000
474,69,379,-27,300,0.6522,0.0000,0.0000,-2.0000
474,70,-601,-256,260,0.6771,0.0000,-30.0000,-12.0000
474,72,128,-3,150,0.6522,0.0000,3.0000,-2.0000
475,54,158,28,869,0.5435,0.0000,3.0000,0.0000
475,63,209,110,952,0.5794,0.0000,-1.0000,6.0000
475,66,558,406,904,0.6150,0.0000,30.0000,26.0000
475,67,214,49,532,0.6333,0.0000,-1.0000,4.0000
475,69,379,-29,300,0.6522,0.0000,0.0000,-2.0000
475,70,-631,-268,260,0.6771,0.0000,-30.0000,-12.0000
475,72,131,-5,150,0.6522,0.0000,3.0000,-2.0000
476,54,162,27,825,0.6066,0.0000,4.0000,-1.0000
476,63,210,123,934,0.5132,0.0000,1.0000,13.0000
476,66,588,432,904,0.6150,0.0000,30.0000,26.0000
476,67,213,53,532,0.6333,0.0000,-1.0000,4.0000
476,69,379,-31,300,0.6522,0.0000,0.0000,-2.0000
476,70,-661,-280,260,0.6771,0.0000,-30.0000,-12.0000
476,72,134,-7,150,0.6522,0.0000,3.0000,-2.0000
477,54,164,27,826,0.6105,0.0000,2.0000,0.0000
477,63,209,129,926,0.5824,0.0000,-1.0000,6.0000
477,66,618,458,904,0.6150,0.0000,30.0000,26.0000
477,67,212,57,532,0.6333,0.0000,-1.0000,4.0000
477,69,379,-33,300,0.6522,0.0000,0.0000,-2.0000
477,70,-691,-292,260,0.6771,0.0000,-30.0000,-12.0000
477,72,137,-9,150,0.6522,0.0000,3.0000,-2.0000
478,54,171,27,847,0.6016,0.0000,7.0000,0.0000
478,63,211,143,929,0.5155,0.0000,2.0000,14.0000
478,66,648,484,904,0.6150,0.0000,30.0000,26.0000
478,67,211,61,532,0.6333,0.0000,-1.0000,4.0000
478,69,379,-35,300,0.6522,0.0000,0.0000,-2.0000
478,70,-721,-304,260,0.6771,0.0000,-30.0000,-12.0000
478,72,140,-11,150,0.6522,0.0000,3.0000,-2.0000
479,54,174,27,812,0.5468,0.0000,3.0000,0.0000
479,63,210,151,924,0.5077,0.0000,-1.0000,8.0000
479,66,678,510,904,0.6150,0.0000,30.0000,26.0000
479,67,210,65,532,0.6333,0.0000,-1.0000,4.0000
479,69,379,-37,300,0.6522,0.0000,0.0000,-2.0000
479,70,-751,-316,260,0.6771,0.0000,-30.0000,-12.0000
479,72,143,-13,150,0.6522,0.0000,3.0000,-2.0000
480,54,181,24,797,0.5367,0.0000,7.0000,-3.0000
480,63,212,164,904,0.5882,0.0000,2.0000,13.0000
480,66,708,536,904,0.6150,0.0000,30.0000,26.0000
480,67,209,69,532,0.6333,0.0000,-1.0000,4.0000
480,69,379,-39,300,0.6522,0.0000,0.0000,-2.0000
480,70,-781,-328,260,0.6771,0.0000,-30.0000,-12.0000
480,72,146,-15,150,0.6522,0.0000,3.0000,-2.0000
481,54,185,23,839,0.5211,0.0000,4.0000,-1.0000
481,63,213,171,911,0.5927,0.0000,1.0000,7.0000
481,66,738,562,904,0.6150,0.0000,30.0000,26.0000
481,67,208,73,532,0.6333,0.0000,-1.0000,4.0000
481,69,379,-41,300,0.6522,0.0000,0.0000,-2.0000
481,70,-811,-340,260,0.6771,0.0000,-30.0000,-12.0000
481,72,149,-17,150,0.6522,0.0000,3.0000,-2.0000
482,54,192,18,857,0.5646,0.0000,7.0000,-5.0000
482,63,214,187,922,0.5888,0.0000,1.0000,16.0000
482,66,768,588,904,0.6150,0.0000,30.0000,26.0000
482,67,207,77,532,0.6333,0.0000,-1.0000,4.0000
482,69,379,-43,300,0.6522,0.0000,0.0000,-2.0000
482,72,152,-19,150,0.6522,0.0000,3.0000,-2.0000
483,54,196,16,853,0.5795,0.0000,4.0000,-2.0000
483,63,215,195,892,0.5718,0.0000,1.0000,8.0000
483,66,798,614,904,0.6150,0.0000,30.0000,26.0000
483,67,206,81,532,0.6333,0.0000,-1.0000,4.0000
483,69,379,-45,300,0.6522,0.0000,0.0000,-2.0000
483,72,155,-21,150,0.6522,0.0000,3.0000,-2.0000
484,54,200,15,854,0.6932,0.0000,4.0000,-1.0000
484,63,214,209,883,0.6175,0.0000,-1.0000,14.0000
484,66,828,640,904,0.6150,0.0000,30.0000,26.0000
484,67,205,85,532,0.6333,0.0000,-1.0000,4.0000
484,69,379,-47,300,0.6522,0.0000,0.0000,-2.0000
484,72,158,-23,150,0.6522,0.0000,3.0000,-2.0000
485,54,202,15,832,0.6603,0.0000,2.0000,0.0000
485,63,217,232,113,0.7244,0.0000,3.0000,23.0000
485,66,858,666,904,0.6150,0.0000,30.0000,26.0000
485,67,204,89,532,0.6333,0.0000,-1.0000,4.0000
485,69,379,-49,300,0.6522,0.0000,0.0000,-2.0000
485,72,161,-25,150,0.6522,0.0000,3.0000,-2.0000
486,54,207,14,984,0.5245,0.0000,5.0000,-1.0000
486,63,220,255,113,0.7244,0.0000,3.0000,23.0000
486,66,888,692,904,0.6150,0.0000,30.0000,26.0000
486,67,203,93,532,0.6333,0.0000,-1.0000,4.0000
486,72,164,-27,150,0.6522,0.0000,3.0000,-2.0000
487,54,210,14,1126,0.5509,0.0000,3.0000,0.0000
487,63,223,278,113,0.7244,0.0000,3.0000,23.0000
487,66,918,718,904,0.6150,0.0000,30.0000,26.0000
487,67,202,97,532,0.6333,0.0000,-1.0000,4.0000
487,72,167,-29,150,0.6522,0.0000,3.0000,-2.0000
488,54,209,14,1130,0.5528,0.0000,-1.0000,0.0000
488,63,226,301,113,0.7244,0.0000,3.0000,23.0000
488,66,948,744,904,0.6150,0.0000,30.0000,26.0000
488,67,201,101,532,0.6333,0.0000,-1.0000,4.0000
488,72,170,-31,150,0.6522,0.0000,3.0000,-2.0000
489,54,206,15,1144,0.5921,0.0000,-3.0000,1.0000
489,63,229,324,113,0.7244,0.0000,3.0000,23.0000
489,66,978,770,904,0.6150,0.0000,30.0000,26.0000
489,67,200,105,532,0.6333,0.0000,-1.0000,4.0000
489,72,173,-33,150,0.6522,0.0000,3.0000,-2.0000
490,54,207,14,1180,0.5619,0.0000,1.0000,-1.0000
490,63,232,347,113,0.7244,0.0000,3.0000,23.0000
490,66,1008,796,904,0.6150,0.0000,30.0000,26.0000
490,67,199,109,532,0.6333,0.0000,-1.0000,4.0000
490,72,176,-35,150,0.6522,0.0000,3.0000,-2.0000
491,54,207,14,1265,0.5792,0.0000,0.0000,0.0000
491,63,235,370,113,0.7244,0.0000,3.0000,23.0000
491,67,198,113,532,0.6333,0.0000,-1.0000,4.0000
491,72,179,-37,150,0.6522,0.0000,3.0000,-2.0000
492,54,207,14,1299,0.5333,0.0000,0.0000,0.0000
492,63,238,393,113,0.7244,0.0000,3.0000,23.0000
492,67,197,117,532,0.6333,0.0000,-1.0000,4.0000
492,72,182,-39,150,0.6522,0.0000,3.0000,-2.0000
493,54,207,14,1473,0.4868,0.0000,0.0000,0.0000
493,63,241,416,113,0.7244,0.0000,3.0000,23.0000
493,67,196,121,532,0.6333,0.0000,-1.0000,4.0000
493,72,185,-41,150,0.6522,0.0000,3.0000,-2.0000
494,54,208,15,1530,0.4891,0.0000,1.0000,1.0000
494,63,244,439,113,0.7244,0.0000,3.0000,23.0000
494,67,195,125,532,0.6333,0.0000,-1.0000,4.0000
494,72,188,-43,150,0.6522,0.0000,3.0000,-2.0000
495,54,211,15,1599,0.5431,0.0000,3.0000,0.0000
495,63,247,462,113,0.7244,0.0000,3.0000,23.0000
495,67,194,129,532,0.6333,0.0000,-1.0000,4.0000
495,72,191,-45,150,0.6522,0.0000,3.0000,-2.0000
496,54,211,15,1603,0.5746,0.0000,0.0000,0.0000
496,63,250,485,113,0.7244,0.0000,3.0000,23.0000
496,72,194,-47,150,0.6522,0.0000,3.0000,-2.0000
497,54,210,16,1581,0.5152,0.0000,-1.0000,1.0000
497,63,253,508,113,0.7244,0.0000,3.0000,23.0000
497,72,197,-49,150,0.6522,0.0000,3.0000,-2.0000
498,54,210,16,1581,0.5054,0.0000,0.0000,0.0000
498,63,256,531,113,0.7244,0.0000,3.0000,23.0000
498,72,200,-51,150,0.6522,0.0000,3.0000,-2.0000
499,54,209,17,1565,0.4648,0.0000,-1.0000,1.0000
499,63,259,554,113,0.7244,0.0000,3.0000,23.0000
499,72,203,-53,150,0.6522,0.0000,3.0000,-2.0000
500,54,191,23,876,0.5771,0.0000,-18.0000,6.0000
500,63,262,577,113,0.7244,0.0000,3.0000,23.0000
501,54,192,25,869,0.6583,0.0000,1.0000,2.0000
501,63,265,600,113,0.7244,0.0000,3.0000,23.0000
502,54,193,28,854,0.5709,0.0000,1.0000,3.0000
502,63,268,623,113,0.7244,0.0000,3.0000,23.0000
503,54,209,21,1473,0.3869,0.0000,16.0000,-7.0000
503,63,271,646,113,0.7244,0.0000,3.0000,23.0000
504,54,210,24,1559,0.4187,0.0000,1.0000,3.0000
504,63,274,669,113,0.7244,0.0000,3.0000,23.0000
505,54,210,25,1565,0.4384,0.0000,0.0000,1.0000
505,63,277,692,113,0.7244,0.0000,3.0000,23.0000
506,54,210,25,1644,0.4516,0.0000,0.0000,0.0000
506,63,280,715,113,0.7244,0.0000,3.0000,23.0000
507,54,210,27,1565,0.4342,0.0000,0.0000,2.0000
507,63,283,738,113,0.7244,0.0000,3.0000,23.0000
508,54,210,28,1563,0.4154,0.0000,0.0000,1.0000
508,63,286,761,113,0.7244,0.0000,3.0000,23.0000
509,54,202,43,832,0.6460,0.0000,-8.0000,15.0000
509,63,289,784,113,0.7244,0.0000,3.0000,23.0000
510,54,204,44,860,0.6099,0.0000,2.0000,1.0000
510,63,292,807,113,0.7244,0.0000,3.0000,23.0000
511,54,208,45,872,0.6264,0.0000,4.0000,1.0000
511,63,295,830,113,0.7244,0.0000,3.0000,23.0000
512,54,210,44,857,0.6376,0.0000,2.0000,-1.0000
512,63,298,853,113,0.7244,0.0000,3.0000,23.0000
